id	team	nation	pos	rating	potential	pace	shooting	passing	dribbling	defending	physical	rare
189007	420	37	CM	66	66	57	56	62	57	70	66	0
189047	110749	37	CB	66	63	61	52	42	53	69	72	0
189084	100632	34	GK	66	73	65	68	64	66	51	66	0
189153	695	52	CAM	66	76	73	55	66	70	40	52	0
189177	1800	42	CM	66	76	70	60	66	72	46	57	0
189410	160	21	CM	66	71	70	50	67	66	62	63	0
189415	224	18	LB	66	68	71	54	63	62	65	52	0
189541	89	14	RB	66	74	71	34	61	65	66	68	0
189557	570	27	RB	66	69	77	51	63	59	66	64	0
189724	209	15	CB	66	69	51	30	45	42	65	77	1
189751	1837	27	CM	66	71	70	64	65	68	58	64	0
189772	97	14	LM	66	66	70	63	65	66	48	50	0
190090	1837	22	CDM	66	73	70	48	65	63	65	72	0
190140	8	25	LM	66	69	91	56	61	67	64	62	1
190490	110636	108	RM	66	72	97	56	54	67	40	56	1
190504	1793	133	CM	66	75	72	51	63	67	67	64	0
190585	112134	95	RB	66	69	82	52	59	63	63	58	0
190588	111140	72	LW	66	67	80	59	60	66	57	65	0
190635	15005	126	CDM	66	71	71	55	62	71	66	69	0
190666	1832	21	CB	66	70	64	40	60	56	66	68	0
190667	25	21	CF	66	72	76	65	62	73	43	54	0
190685	1815	126	ST	66	70	90	64	54	65	39	57	1
190745	192	27	GK	66	76	66	63	59	72	33	65	0
190780	693	95	GK	66	72	72	58	59	74	60	63	0
190783	689	46	CB	66	66	41	32	59	45	69	66	0
190979	417	36	CM	66	74	74	63	62	76	55	55	0
191261	110178	21	ST	66	66	65	63	49	59	46	73	0
191263	607	183	CAM	66	68	63	62	66	70	54	58	1
191548	1473	163	CM	66	66	71	56	59	62	65	56	0
191655	1473	167	GK	66	82	67	61	62	67	57	68	0
191871	983	167	CM	66	66	73	54	65	63	64	70	1
192045	112679	83	RM	66	70	83	39	65	70	59	58	0
192110	1880	83	RW	66	76	80	58	59	70	41	68	0
192122	467	45	RB	66	72	75	34	58	60	64	63	0
192126	433	46	LM	66	76	79	62	60	72	44	61	0
192128	320	46	RB	66	74	67	55	68	74	64	58	0
192170	711	133	CM	66	66	66	53	57	55	66	63	0
192437	165	21	CAM	66	71	68	64	64	69	45	60	0
192457	243	45	GK	66	70	62	67	52	68	36	69	0
192561	110329	21	RM	66	74	78	65	58	71	41	65	0
192567	110178	21	RB	66	75	77	45	64	65	64	50	0
192617	110500	21	LM	66	70	76	62	64	66	61	61	0
192619	110596	21	CB	66	69	69	29	40	36	68	67	1
192622	7	25	CB	66	74	52	32	47	33	66	67	1
192624	88	35	LM	66	76	77	53	62	74	59	52	0
192638	110374	45	LB	66	78	69	59	61	62	68	61	0
192661	162	21	RB	66	70	72	43	62	65	66	65	0
192663	159	21	ST	66	70	70	63	39	56	42	69	1
192824	1738	97	CAM	66	71	73	64	65	68	46	58	0
192840	112410	8	ST	66	71	65	62	57	59	48	70	1
192877	110233	43	CB	66	69	54	43	51	34	66	71	1
192997	226	18	CDM	66	67	56	30	56	47	68	66	1
193083	620	14	CDM	66	71	63	51	62	67	64	70	1
193095	10030	34	ST	66	72	70	65	56	64	47	66	0
193133	1788	13	RB	66	73	89	58	65	63	66	56	1
193179	1445	117	CB	66	69	73	42	53	52	67	70	1
193187	142	14	RM	66	70	82	59	62	70	46	42	0
193308	1473	54	ST	66	66	82	64	51	65	48	72	0
193331	14	14	GK	66	72	69	66	64	69	59	64	0
193339	112527	56	CAM	66	67	62	64	65	73	58	62	0
193448	70	129	RB	66	75	77	56	68	58	65	61	0
193493	665	38	CAM	66	71	64	59	63	69	42	56	0
193517	100634	10	CAM	66	72	68	63	64	72	44	52	0
193546	631	42	CB	66	73	71	28	44	61	67	70	0
193632	506	30	LM	66	72	90	61	57	72	41	53	1
193686	1837	27	LB	66	76	70	38	58	57	68	68	0
193716	80	42	CB	66	71	67	37	51	57	66	72	0
193798	1961	25	ST	66	78	74	61	55	66	47	68	0
193896	36	21	CDM	66	71	67	51	62	61	68	63	0
193938	112679	83	CB	66	69	70	38	62	60	66	68	0
193983	110326	18	ST	66	76	74	61	56	71	39	63	0
194015	162	21	CB	66	71	65	47	54	55	67	69	0
194083	111092	38	ST	66	69	71	59	57	69	47	66	0
194333	111092	37	GK	66	66	68	63	54	70	26	69	0
194669	647	4	CM	66	77	72	63	71	69	59	57	0
194738	693	54	ST	66	62	60	64	56	65	46	67	0
194783	1838	27	ST	66	77	80	59	58	70	39	60	0
194955	450	45	LW	66	70	75	59	57	73	46	57	0
194985	110109	54	CB	66	67	81	57	65	57	66	67	1
195020	110	14	CDM	66	70	69	48	65	59	65	60	0
195037	110	14	CB	66	74	53	26	48	37	67	75	1
195261	160	21	ST	66	69	65	65	54	63	44	69	0
195357	1815	99	GK	66	70	68	66	65	63	39	75	1
195722	15029	55	LB	66	65	92	39	64	58	67	58	1
196884	744	61	LW	66	72	82	65	54	71	41	60	0
196935	95	45	CB	66	77	66	28	58	58	66	63	1
197233	74	18	GK	66	76	65	62	61	74	42	64	0
197239	244	45	CM	66	66	73	65	61	69	43	46	1
197503	112387	183	CB	66	66	72	41	56	55	67	71	0
197768	217	18	CM	66	77	72	60	68	73	42	43	0
197891	573	45	ST	66	75	77	60	50	71	39	60	0
197926	110734	27	CM	66	73	66	55	70	67	60	66	0
197941	433	133	ST	66	72	90	62	42	67	36	69	1
197948	378	18	CB	66	75	47	45	57	47	68	67	1
197961	873	37	RB	66	69	77	65	62	65	61	54	0
197981	269	13	ST	66	76	63	61	43	61	44	78	1
198000	111928	95	LB	66	70	72	55	61	59	68	64	0
198104	33	21	CDM	66	70	68	55	59	59	67	72	0
198129	1906	58	CDM	66	74	72	55	62	67	64	60	0
198177	100634	34	CB	66	72	64	36	54	48	66	66	0
198190	1919	25	LB	66	70	77	45	64	63	65	67	0
198257	696	95	LB	66	68	68	48	62	63	66	55	0
198285	1917	14	GK	66	76	68	67	55	70	55	63	0
198292	110231	40	RB	66	74	70	43	64	47	66	58	0
198338	112225	27	CB	66	74	60	37	39	45	68	76	1
198352	169	21	CB	66	77	67	44	60	50	68	69	1
198599	417	36	RB	66	75	81	50	55	66	67	57	0
198638	894	47	CM	66	77	72	59	66	62	57	50	0
198654	110234	40	CM	66	74	56	61	71	61	60	71	0
198657	298	36	RB	66	72	72	63	66	69	64	66	0
198782	239	7	CDM	66	69	63	37	60	52	67	67	0
198857	112409	27	CB	66	75	52	40	46	50	69	72	1
198977	1831	21	RM	66	73	83	60	57	71	37	49	0
199000	111396	195	CB	66	79	74	48	68	64	69	69	0
199027	1926	14	LB	66	81	76	38	61	59	63	62	0
199149	111395	195	CB	66	67	59	34	50	48	68	74	0
199313	110569	108	RB	66	74	79	43	63	56	65	64	0
199524	110912	133	CDM	66	68	72	46	66	65	63	63	0
199538	650	34	CM	66	73	55	57	69	63	57	51	0
199562	110704	45	CB	66	71	68	46	67	62	62	53	0
199578	1867	45	ST	66	68	63	65	46	56	48	63	1
199625	1905	18	LB	66	67	75	57	67	66	64	67	0
199651	682	54	CAM	66	74	81	58	63	76	45	51	1
199667	1876	52	LB	66	73	62	34	41	39	69	66	0
199791	272	13	LM	66	74	84	61	58	72	41	64	0
199959	101114	83	CM	66	72	76	54	66	70	57	54	0
199980	110913	7	GK	66	65	74	57	62	73	45	61	0
200105	1915	34	CB	66	71	68	37	62	63	66	68	0
200107	1902	34	CDM	66	71	76	44	63	67	66	65	0
200209	820	13	GK	66	74	68	64	65	70	39	65	0
200236	1873	8	LB	66	72	83	42	55	61	70	64	1
200314	453	45	CAM	66	77	71	59	61	65	47	52	0
200318	100634	21	ST	66	72	72	62	55	65	44	70	0
200357	59	51	CB	66	75	47	32	48	47	67	68	1
200446	101112	54	ST	66	73	74	70	61	72	41	58	1
200553	110765	167	LW	66	69	80	58	60	65	43	69	0
200592	1476	167	CM	66	66	79	55	66	66	65	69	0
200759	95	117	LB	66	60	86	60	34	68	49	62	1
200953	1910	21	RW	66	72	66	63	63	67	49	61	0
201041	294	18	LB	66	76	78	39	63	60	65	69	0
201073	379	18	ST	66	76	75	64	58	65	41	61	0
201085	88	42	CM	66	76	78	49	64	75	54	51	0
201266	820	13	RM	66	77	76	63	61	67	50	57	0
201271	1445	13	RM	66	74	85	52	63	70	50	64	1
201914	110915	27	CB	66	74	67	37	47	52	65	68	0
201922	191	4	CB	66	80	67	55	58	59	66	72	1
201938	673	7	LM	66	76	86	55	61	73	37	50	1
201965	320	46	CM	66	75	72	60	68	68	50	46	0
202153	247	34	LB	66	71	71	46	62	65	67	64	0
202171	687	95	RB	66	66	69	56	54	57	68	71	0
202245	111144	95	LM	66	62	76	59	64	67	60	60	0
202348	517	54	CDM	66	72	55	49	68	63	64	66	0
202416	670	45	CB	66	66	72	34	62	60	66	67	0
202445	112237	27	CB	66	75	68	37	52	52	67	72	0
202512	10030	21	LB	66	72	75	48	64	65	66	66	0
202530	111651	45	CM	66	66	83	51	58	70	43	52	0
202708	72	115	RB	66	73	77	50	64	61	65	56	0
202864	112584	55	LM	66	72	91	58	65	65	62	66	1
202885	101114	83	CAM	66	73	74	63	51	66	39	68	0
202985	1474	167	LB	66	68	79	40	60	63	67	67	0
203060	4	14	CM	66	79	71	47	68	71	53	48	0
203159	110178	21	CB	66	69	63	29	50	36	67	72	1
203166	503	21	RM	66	68	82	60	59	69	49	63	0
203177	110832	18	RB	66	76	77	49	65	62	67	61	0
203263	1794	14	CB	66	78	54	27	47	41	65	73	0
203348	1798	25	RM	66	75	68	58	59	72	44	35	0
203355	4	14	LM	66	78	82	62	62	69	39	60	0
203362	112199	36	LM	66	75	83	57	62	74	45	61	0
203731	110929	140	CB	66	68	66	27	42	35	69	69	0
203786	110596	1	RM	66	69	89	58	61	70	48	64	1
203823	10030	21	LB	66	69	75	58	61	60	67	70	1
203886	71	18	CM	66	75	76	59	63	70	58	46	0
203912	110912	27	ST	66	70	91	58	49	72	39	56	1
204074	15021	83	ST	66	65	60	63	41	54	50	74	1
204102	1903	34	CDM	66	79	70	52	66	71	62	61	0
204103	1903	163	CM	66	66	75	54	60	75	36	38	0
204254	44	54	RB	66	78	79	51	68	71	61	48	0
204336	1873	51	CB	66	66	65	40	53	60	67	65	0
204353	91	42	LB	66	70	65	61	64	64	66	76	1
204386	1908	34	LB	66	71	67	41	66	66	65	66	0
204392	650	34	CM	66	74	66	54	65	65	62	63	0
204394	100634	34	RW	66	70	89	57	54	71	39	58	1
204436	38	21	CAM	66	77	66	59	65	75	41	58	0
204478	1910	12	CB	66	66	63	39	58	50	65	73	0
204616	110915	27	RB	66	73	76	42	59	44	67	70	0
204687	420	37	RB	66	73	89	39	58	62	66	60	1
204778	110704	45	LW	66	72	70	57	68	69	48	49	0
204845	162	46	LM	66	74	79	64	62	74	40	44	0
204849	110147	83	ST	66	66	84	59	58	67	42	70	0
205053	1807	42	CM	66	67	76	57	69	67	61	57	0
205121	242	38	RM	66	74	82	65	59	70	46	60	0
205210	711	46	CDM	66	74	61	54	59	59	65	67	0
205391	65	18	CDM	66	79	75	47	62	65	66	64	0
205401	1909	20	CAM	66	75	75	55	55	78	42	54	1
205408	1013	52	CB	66	71	67	33	59	51	65	64	0
205590	459	45	RB	66	71	75	44	67	57	65	68	0
205617	110929	140	CDM	66	70	67	36	67	67	65	60	0
205654	39	108	CM	66	75	68	57	70	65	61	72	0
205682	110915	8	LW	66	75	80	62	60	69	42	64	0
205951	674	54	RB	66	66	76	60	66	67	66	60	0
206126	1943	140	ST	66	73	92	58	55	74	39	60	1
206393	110913	19	LM	66	68	69	67	64	71	45	64	0
206408	254	95	ST	66	74	70	65	42	57	42	74	0
206585	448	45	GK	66	77	64	57	71	73	34	68	0
206591	21	21	RM	66	77	84	53	62	73	42	48	0
206606	111239	21	ST	66	78	53	62	42	60	45	70	1
207507	1755	133	ST	66	73	74	63	51	66	38	50	0
207531	10029	21	CB	66	74	67	36	55	53	67	66	0
207642	1960	35	ST	66	73	72	65	48	66	45	67	0
207684	110636	22	RM	66	75	76	50	60	72	35	53	0
207894	10029	21	CDM	66	74	62	47	60	57	67	71	0
207928	78	195	CAM	66	78	72	65	65	77	41	60	0
207929	894	54	LM	66	69	79	46	52	75	35	40	0
208379	920	72	CB	66	76	74	47	58	54	66	68	0
208459	1913	34	LB	66	73	73	41	63	65	70	50	1
208535	1844	117	CM	66	79	69	54	64	70	65	70	0
208587	1755	82	ST	66	66	80	61	51	69	38	57	0
208636	1474	167	CM	66	66	70	53	66	64	65	66	0
208675	239	42	ST	66	78	81	59	40	66	38	70	0
208822	567	54	CF	66	80	90	59	55	74	33	47	1
208927	112139	183	LB	66	66	60	37	68	53	69	68	0
209051	111674	183	RM	66	68	77	59	61	73	35	42	0
209346	110233	40	ST	66	74	76	67	65	67	39	62	0
209372	1914	48	RM	66	76	83	61	63	68	32	51	0
209377	1914	34	LB	66	68	70	53	69	68	63	48	0
209436	110746	163	CAM	66	69	73	60	64	68	50	50	0
209636	570	27	CB	66	79	65	28	44	38	69	68	0
209674	1904	34	RW	66	71	83	56	58	68	35	50	0
209785	110930	140	LB	66	69	77	39	64	67	65	49	0
209889	217	18	LB	66	79	80	52	62	66	64	57	0
209965	110500	47	ST	66	72	68	62	56	63	42	66	0
210142	112139	183	LM	66	68	90	58	58	75	35	42	1
210219	70	52	ST	66	67	50	66	51	64	37	66	0
210304	25	21	LM	66	73	76	59	61	70	38	50	0
210361	15005	7	LB	66	70	63	35	61	50	68	67	0
210434	1820	18	RB	66	71	79	51	63	63	65	60	0
210532	2038	60	LM	66	70	69	52	68	62	63	64	0
210599	100765	40	GK	66	78	68	60	63	66	46	71	0
210700	607	183	CDM	66	73	69	60	63	66	64	68	0
211321	110556	136	RW	66	78	79	59	53	51	41	70	0
211353	112124	39	GK	66	71	69	65	59	72	55	65	0
213133	110745	45	CAM	66	70	73	59	71	75	39	48	0
213311	110912	59	CB	66	66	70	34	64	60	63	60	0
215886	1831	10	CDM	66	73	56	56	61	61	65	68	0
1318	110178	21	LB	65	66	66	64	66	66	65	64	0
2208	100634	117	ST	65	66	64	65	50	64	39	69	0
3189	1812	18	ST	65	66	60	67	71	65	51	64	0
6186	674	7	CM	65	65	30	66	65	48	64	64	1
7080	1892	38	CDM	65	64	50	50	65	58	67	68	0
7221	2045	4	ST	65	65	65	69	62	65	48	67	0
9807	1910	34	CB	65	65	36	38	57	35	65	72	0
10899	1794	14	ST	65	59	66	60	54	62	48	70	0
11841	89	14	CM	65	62	40	63	72	64	60	56	0
17992	112513	38	RW	65	67	73	56	66	67	51	51	0
19119	1801	70	ST	65	65	79	65	56	63	44	67	0
19382	1796	50	CM	65	64	53	59	67	64	53	48	0
20057	432	36	CB	65	63	47	55	65	55	69	60	0
22151	269	13	CB	65	69	77	45	53	53	67	72	1
32420	897	47	RM	65	64	68	60	59	70	45	56	0
34373	111397	195	ST	65	64	78	59	50	71	44	52	0
35310	1902	7	CDM	65	63	65	59	66	67	63	59	0
41049	1516	13	ST	65	65	54	61	46	60	40	65	0
45104	1516	13	ST	65	68	65	59	48	52	43	76	0
45110	920	36	CM	65	65	72	58	66	63	65	65	0
45359	920	36	CB	65	63	60	36	48	57	68	74	1
45362	100081	7	LB	65	67	69	63	66	67	64	62	0
45375	922	36	ST	65	65	68	56	49	60	43	73	0
45587	272	13	ST	65	64	61	62	59	57	45	68	0
45609	33	21	CM	65	65	67	63	62	69	64	56	0
46014	77	42	RM	65	66	54	72	70	68	60	74	1
49214	100804	42	RB	65	64	39	46	61	57	70	73	1
49441	1530	18	CDM	65	65	66	51	64	65	60	61	0
49457	71	18	RW	65	67	73	63	55	66	39	68	0
49574	300	46	ST	65	65	80	64	50	66	42	64	0
49589	700	46	CB	65	64	56	59	60	59	63	78	0
49945	434	80	CB	65	63	70	42	42	55	68	69	0
50632	1939	14	CB	65	65	41	34	41	38	68	72	1
51116	702	36	CB	65	65	62	45	53	48	65	73	0
51363	1910	34	GK	65	65	62	66	63	65	37	69	0
51466	1750	7	CB	65	65	48	41	57	45	65	68	0
52107	361	14	CB	65	61	37	28	46	38	67	69	1
52280	920	13	CB	65	64	60	38	41	41	67	68	1
52309	111139	95	RM	65	69	76	58	61	69	46	48	0
52474	299	36	RB	65	67	69	66	67	60	68	60	0
52846	896	47	RB	65	65	78	50	60	65	65	66	0
52978	319	46	RB	65	65	76	45	59	63	66	51	0
53496	694	42	CM	65	65	57	62	69	61	50	49	0
53500	14	14	LB	65	63	67	47	63	59	66	66	0
53593	15	14	RM	65	68	62	63	67	69	60	58	0
53618	88	14	CM	65	65	60	52	63	60	68	62	0
53847	1932	14	GK	65	65	64	68	66	62	50	67	0
53867	111396	42	CDM	65	66	51	45	52	55	70	65	0
54008	97	14	GK	65	65	66	67	54	67	56	64	0
101882	8	14	LB	65	64	62	36	63	65	65	62	0
102129	271	17	CB	65	64	33	54	58	44	63	77	0
102293	110178	51	ST	65	65	60	63	52	60	47	65	1
102881	433	70	GK	65	60	67	60	66	72	33	63	0
103578	874	37	CB	65	63	53	61	59	50	65	59	0
104296	111395	25	CM	65	65	58	59	68	68	51	59	0
104509	922	36	CB	65	65	66	64	58	50	66	69	1
105827	1873	37	ST	65	66	67	64	60	55	46	68	1
106202	1871	37	ST	65	65	63	64	51	53	53	76	0
107280	1738	18	CB	65	61	40	32	59	40	66	71	0
108361	256	4	GK	65	65	65	65	66	65	53	64	0
110371	110062	45	CB	65	65	31	48	57	47	72	58	1
111106	260	45	GK	65	65	70	60	63	71	63	59	1
112373	1820	18	GK	65	63	61	64	55	69	41	68	0
112745	503	45	CDM	65	65	49	54	64	64	64	55	0
115577	1867	45	CB	65	64	51	35	45	40	68	72	1
119834	142	14	CM	65	65	45	63	71	67	62	60	0
120326	1447	13	CB	65	65	54	46	59	45	65	71	0
120451	298	36	GK	65	66	65	66	64	68	35	65	1
134792	1798	14	LM	65	66	71	62	60	68	51	60	0
136110	1905	7	CB	65	64	42	39	57	42	67	66	0
136275	2056	167	RB	65	65	78	53	63	50	67	69	0
136467	1476	167	CB	65	65	73	39	54	52	66	71	0
136775	1914	34	CB	65	66	34	53	58	58	65	62	0
137403	111139	27	CM	65	65	74	56	60	68	45	53	0
137464	506	21	CDM	65	64	41	42	54	55	70	67	0
137466	110734	27	CB	65	65	53	45	44	45	65	75	0
137511	110596	21	RB	65	66	75	34	61	58	65	55	0
137637	100765	10	GK	65	67	74	60	66	68	58	56	1
137699	1832	21	CB	65	65	46	38	45	45	66	68	0
137829	687	54	CB	65	65	51	44	48	42	67	68	0
137971	614	97	CM	65	65	71	57	68	67	46	52	0
138188	689	117	RM	65	67	79	50	59	74	44	54	0
138239	77	42	CB	65	66	34	40	45	42	66	68	0
138295	697	95	LB	65	64	59	52	61	62	67	63	0
138710	294	18	CB	65	64	53	42	54	47	67	66	0
138830	1798	14	LB	65	65	61	38	60	56	68	63	0
138972	1831	18	RB	65	64	64	45	60	59	66	67	0
139225	110150	83	ST	65	64	54	61	54	56	45	68	1
139317	1939	14	ST	65	65	63	64	57	62	42	66	1
139476	94	14	GK	65	66	69	60	62	70	56	61	0
139535	1932	93	ST	65	65	45	63	45	63	47	68	1
139795	100087	7	LB	65	65	72	53	57	43	64	70	0
140029	110147	83	GK	65	70	64	66	62	66	42	70	0
140253	101116	83	ST	65	65	57	63	62	64	47	71	0
140453	1932	35	LM	65	65	66	60	60	74	38	52	0
140595	1439	51	CB	65	62	51	55	58	57	63	73	0
142385	110749	37	CAM	65	64	68	65	62	63	64	62	0
142455	1808	45	RB	65	67	53	49	64	64	65	68	0
143101	111393	52	CAM	65	67	65	64	66	70	34	39	0
143327	110233	6	CB	65	65	53	39	61	58	64	66	0
144021	191	47	RB	65	66	71	43	61	68	64	64	0
144430	299	46	CM	65	61	71	62	60	66	54	58	0
144432	111835	46	LM	65	66	54	62	69	62	48	50	0
144593	232	47	CB	65	65	71	56	60	65	65	61	0
145899	100831	45	ST	65	65	63	66	43	57	49	72	1
145902	15021	45	LB	65	65	72	41	57	49	69	68	0
145903	1867	45	CAM	65	66	62	58	71	61	52	54	0
145996	110831	45	CDM	65	69	62	37	51	48	67	59	0
146059	472	45	CB	65	65	63	41	54	50	65	65	0
146450	110831	45	RM	65	65	60	58	65	67	53	60	0
146743	1867	45	LB	65	68	63	47	61	56	70	62	0
147619	110234	40	CM	65	71	62	61	70	62	65	72	0
148146	110089	40	CDM	65	68	67	60	67	66	62	58	0
148434	420	37	CDM	65	67	30	55	58	46	70	64	0
148478	873	37	ST	65	65	73	59	53	61	48	74	1
148811	1904	34	CDM	65	65	59	46	65	64	64	57	0
150417	506	21	CM	65	64	56	62	66	66	64	66	0
150588	1814	18	CB	65	64	32	32	52	32	66	69	0
150677	224	18	CB	65	65	51	36	50	36	65	71	0
150894	320	17	CM	65	66	49	54	63	55	69	72	0
151891	1902	7	RB	65	64	56	49	63	62	64	62	0
152038	1447	13	LW	65	65	72	59	61	67	40	52	0
152092	256	4	CAM	65	69	74	66	63	74	42	61	0
152650	111399	195	CM	65	65	33	58	55	48	67	65	1
152695	1936	14	ST	65	64	56	66	40	54	36	54	0
152724	8	14	LM	65	65	65	55	67	66	63	66	0
152826	981	54	CB	65	68	54	42	41	56	66	65	0
152876	1804	25	LM	65	64	72	65	62	70	46	58	0
152887	111065	95	LB	65	65	60	50	63	58	67	66	0
152900	111065	95	CM	65	65	65	57	65	63	61	59	0
155494	110745	37	RM	65	70	89	63	64	67	43	59	1
155524	110	14	CB	65	74	53	37	50	46	70	71	1
155539	83	16	GK	65	65	65	68	60	64	44	65	0
155551	1786	13	LM	65	65	66	62	68	65	48	65	1
155598	1478	167	ST	65	65	66	61	51	70	49	72	1
155835	1905	7	CB	65	65	63	36	53	50	67	60	0
156257	110178	133	CB	65	66	65	32	44	43	66	72	1
156275	432	34	CM	65	65	77	55	54	78	35	42	1
156600	160	37	LM	65	69	76	60	58	73	49	63	0
156920	1747	7	GK	65	64	69	60	66	71	46	61	0
157006	477	45	RM	65	65	61	58	64	65	49	72	0
157035	112679	83	CAM	65	65	68	64	65	65	47	67	0
157495	670	27	ST	65	64	42	64	44	43	45	77	1
157787	112237	27	CB	65	65	53	30	50	48	66	70	0
157797	110741	27	CB	65	65	66	41	55	48	67	67	0
158627	68	18	ST	65	65	55	65	57	62	47	77	1
158718	48	27	GK	65	65	63	64	55	69	27	68	0
158788	110394	52	CM	65	62	60	56	63	59	64	62	0
158867	1939	25	CB	65	66	56	34	48	50	63	68	0
159582	100831	45	RM	65	65	77	58	56	69	42	54	0
161651	82	42	CB	65	63	65	50	60	62	67	65	0
161658	111678	83	CB	65	65	46	49	44	38	66	72	1
161697	110150	83	CAM	65	67	61	62	61	66	49	62	0
161807	111092	43	GK	65	65	66	58	64	66	30	67	0
162198	294	18	ST	65	68	59	67	63	61	47	70	0
162455	111400	195	RB	65	62	76	66	60	69	66	68	0
162900	1919	195	CM	65	64	57	59	67	67	57	46	0
162978	111140	82	GK	65	68	72	50	74	74	62	63	1
163169	112237	27	ST	65	65	78	61	54	66	38	60	0
163184	239	129	LM	65	65	66	58	65	67	62	58	0
163212	631	42	CB	65	58	52	43	53	56	64	68	0
163254	346	14	CB	65	65	69	29	52	60	67	68	0
163356	112260	14	CB	65	63	62	35	49	47	65	72	1
163445	1797	25	CM	65	66	72	63	65	62	59	59	0
163480	1747	18	CB	65	64	41	46	60	47	66	66	0
163625	12	14	CM	65	66	67	63	70	62	65	64	0
163713	62	18	CF	65	65	80	65	63	69	38	53	0
163856	1932	14	ST	65	65	78	64	49	63	38	54	0
164010	77	25	CDM	65	67	80	51	63	69	61	60	0
164529	694	95	CB	65	66	67	36	56	56	66	73	0
164543	695	95	CB	65	65	75	38	55	49	65	68	0
164572	693	72	LB	65	64	69	54	62	62	67	64	0
164645	1932	25	CM	65	65	68	45	65	59	65	63	0
164766	86	42	LB	65	71	82	34	56	62	66	72	0
164770	631	35	CM	65	65	90	59	56	66	49	59	1
164829	100087	24	CM	65	65	49	57	58	53	64	69	1
166074	1892	38	LW	65	76	82	60	57	73	40	68	0
166376	8	14	LM	65	68	71	60	62	67	52	44	0
166387	689	35	CM	65	65	65	63	63	63	59	55	0
166406	111144	95	CB	65	64	65	43	55	53	64	68	0
166848	95	14	CM	65	65	70	68	68	67	57	58	0
167519	1032	83	RB	65	68	67	52	65	61	66	66	0
167626	110930	140	CB	65	65	55	41	50	49	62	72	0
168362	1744	27	ST	65	70	70	58	40	60	45	77	1
168633	100805	14	CB	65	65	63	48	61	63	64	62	0
168732	670	47	RM	65	69	60	65	66	66	38	37	0
169046	1876	58	CAM	65	71	55	71	68	68	47	65	1
169069	62	18	RB	65	68	68	42	68	63	60	61	0
169343	209	4	CB	65	68	66	52	59	56	66	70	0
169448	1786	24	CM	65	68	63	61	63	65	57	65	0
169458	1952	35	CB	65	67	54	31	53	50	64	69	0
169465	14	14	ST	65	63	74	60	56	62	40	63	0
170008	89	14	GK	65	70	69	63	65	66	49	63	0
170051	1939	35	ST	65	65	84	61	44	60	44	60	0
170072	142	82	ST	65	71	89	60	49	59	47	49	1
170082	1798	25	CDM	65	68	74	57	62	62	61	60	0
170164	1919	25	RB	65	68	71	36	63	60	66	68	0
170349	614	129	CM	65	65	71	57	62	71	42	54	0
170602	110745	133	CB	65	66	78	29	34	32	70	73	1
170748	110500	21	CB	65	66	53	45	50	49	66	69	0
171232	1744	27	RM	65	65	79	53	60	63	62	62	0
171682	689	72	LB	65	66	75	52	68	58	63	68	0
171892	110734	27	GK	65	65	64	59	52	70	23	68	0
171994	2023	45	LM	65	68	71	60	64	67	42	49	0
172076	980	54	ST	65	65	78	65	45	67	38	73	0
172553	1516	13	GK	65	69	59	65	63	70	62	66	1
172858	100634	34	CB	65	66	68	34	61	64	65	63	0
173326	472	45	ST	65	65	58	59	39	52	53	76	0
173346	1932	50	CB	65	66	70	27	46	55	66	69	0
173660	88	42	RB	65	70	76	49	60	64	65	65	0
173695	77	42	CB	65	68	70	26	60	59	66	68	0
174045	1937	14	ST	65	68	90	61	54	61	40	66	1
174425	110089	40	CDM	65	65	47	63	58	61	66	56	0
174812	1786	126	LB	65	65	76	54	68	65	63	66	0
174904	159	107	ST	65	65	73	60	47	64	42	69	0
175314	110	42	CM	65	73	74	58	68	65	59	65	0
175567	10020	112	RW	65	69	84	61	64	68	46	58	0
175961	418	36	RB	65	65	91	59	60	62	63	54	1
176019	100081	7	CAM	65	65	55	64	65	68	44	44	0
176023	1884	45	LB	65	67	73	60	66	60	65	57	0
176107	1747	110	ST	65	67	82	60	59	67	50	70	0
176209	242	37	CDM	65	69	76	58	58	51	69	65	0
176254	110109	37	CB	65	66	74	60	58	58	63	70	0
176345	1477	167	GK	65	65	70	61	65	63	39	64	0
176347	1477	167	CB	65	70	71	32	49	53	66	68	0
176430	162	56	ST	65	67	73	62	54	67	39	66	1
176614	111721	56	RM	65	63	77	65	66	62	62	63	0
176773	462	46	RM	65	73	87	62	61	67	43	60	1
176780	1800	7	LM	65	70	73	57	60	68	50	51	0
176828	111092	54	LB	65	65	78	53	60	67	63	66	0
176964	670	54	CDM	65	66	50	57	59	62	66	70	0
176992	111397	195	CDM	65	69	64	56	56	54	67	72	0
176997	1888	117	ST	65	65	81	54	60	66	50	57	0
177016	212	136	CB	65	69	56	39	53	38	65	80	1
177285	1958	18	CM	65	66	66	52	64	66	66	78	0
177433	1443	13	ST	65	67	70	55	45	54	43	66	0
177488	110596	21	CDM	65	69	66	55	62	55	67	66	0
177549	687	117	ST	65	64	94	60	44	66	42	61	1
177572	1904	7	RB	65	65	71	50	67	64	66	61	0
177598	550	21	RB	65	66	83	54	62	62	63	60	0
177769	110724	103	LB	65	68	77	42	61	67	67	66	0
177790	112218	37	RB	65	71	71	48	56	61	65	68	0
