type	assetId	name	resourceId	rating	rare	category	teamid
kit	15	Independiente Santa Fe	6400231	72	0	3	101104
kit	15	Atlas	6400232	72	0	3	101114
kit	15	Atlante	6400233	72	0	3	101116
kit	15	Girona FC	6400234	72	0	3	110062
kit	15	Terek Grozny	6400235	72	0	3	110109
kit	15	Puebla	6400236	72	0	3	110152
kit	15	FC Rostov	6400237	72	0	3	110231
kit	15	FC St. Pauli	6400238	72	0	3	110329
kit	15	Arsenal de Sarandi	6400239	72	0	3	110394
kit	15	FC Ingolstadt 04	6400240	72	0	3	111239
kit	15	Al Shabab (Riyadh)	6400241	72	0	3	111674
kit	15	Club Atlético Tigre	6400242	72	0	3	111715
kit	15	Deportes Tolima	6400243	72	0	3	111722
kit	15	Al Ahli (Jeddah)	6400244	72	0	3	112387
kit	15	AJ Auxerre	6400245	71	0	3	57
kit	15	Ipswich Town	6400246	71	0	3	94
kit	15	VfL Bochum	6400247	71	0	3	160
kit	15	Brescia	6400248	71	0	3	190
kit	15	ES Troyes AC	6400249	71	0	3	294
kit	15	Malmö FF	6400250	71	0	3	320
kit	15	Grasshopper Club Zürich	6400251	71	0	3	322
kit	15	Helsingborgs IF	6400252	71	0	3	432
kit	15	RC Recreativo	6400253	71	0	3	571
kit	15	ADO Den Haag	6400254	71	0	3	650
kit	15	Vitória Setúbal	6400255	71	0	3	665
kit	15	Chicago Fire	6400256	71	0	3	693
kit	15	FC Dallas	6400257	71	0	3	695
kit	15	IF Elfsborg	6400258	71	0	3	700
kit	15	Lech Poznań	6400259	71	0	3	873
kit	15	BSC Young Boys	6400260	71	0	3	900
kit	15	Strømsgodset Toppfotball	6400261	71	0	3	922
kit	15	Suwon Samsung Bluewings	6400262	71	0	3	983
kit	15	Jeonbuk Hyundai Motors	6400263	71	0	3	1477
kit	15	Sheffield Wednesday	6400264	71	0	3	1807
kit	15	AS Nancy	6400265	71	0	3	1823
kit	15	Vitória Guimarães	6400266	71	0	3	1887
kit	15	Roda JC Kerkrade	6400267	71	0	3	1902
kit	15	FC Groningen	6400268	71	0	3	1915
kit	15	Huddersfield Town	6400269	71	0	3	1939
kit	15	SD Ponferradina	6400270	71	0	3	2023
kit	15	Heracles Almelo	6400271	71	0	3	100634
kit	15	Krylya Sovetov Samara	6400272	71	0	3	100764
kit	15	AD Alcorcón	6400273	71	0	3	100831
kit	15	Hércules CF	6400274	71	0	3	100879
kit	15	Junior Barranquilla	6400275	71	0	3	101101
kit	15	Querétaro	6400276	71	0	3	110150
kit	15	Rosario Central	6400277	71	0	3	110580
kit	15	Spezia	6400278	71	0	3	110741
kit	15	Padova	6400279	71	0	3	110912
kit	15	Cesena	6400280	71	0	3	110915
kit	15	Universidad Católica	6400281	71	0	3	110975
kit	15	Belgrano de Córdoba	6400282	71	0	3	111022
kit	15	Real Salt Lake	6400283	71	0	3	111065
kit	15	Godoy Cruz	6400284	71	0	3	111706
kit	15	All Boys	6400285	71	0	3	111717
kit	15	San Jose Earthquakes	6400286	71	0	3	111928
kit	15	Al Nassr (Riyadh)	6400287	71	0	3	112139
kit	15	Arouca	6400288	71	0	3	112513
kit	15	Chiapas FC	6400289	71	0	3	112679
kit	15	Racing Club de Lens	6400290	70	0	3	64
kit	15	Doncaster Rovers	6400291	70	0	3	142
kit	15	Reggina	6400292	70	0	3	203
kit	15	Sturm Graz	6400293	70	0	3	209
kit	15	SM Caen	6400294	70	0	3	210
kit	15	Rapid Wien	6400295	70	0	3	254
kit	15	Tromsø IL	6400296	70	0	3	418
kit	15	AIK	6400297	70	0	3	433
kit	15	Dynamo Dresden	6400298	70	0	3	503
kit	15	Ternana	6400299	70	0	3	570
kit	15	Colorado Rapids	6400300	70	0	3	694
kit	15	Houston Dynamo	6400301	70	0	3	698
kit	15	BK Häcken	6400302	70	0	3	711
kit	15	Vålerenga Fotball	6400303	70	0	3	920
kit	15	Ulsan Hyundai FC	6400304	70	0	3	1473
kit	15	Pohang Steelers	6400305	70	0	3	1474
kit	15	Modena	6400306	70	0	3	1744
kit	15	Mons	6400307	70	0	3	1747
kit	15	FC Nordsjælland	6400308	70	0	3	1788
kit	15	Burnley	6400309	70	0	3	1796
kit	15	Gil Vicente	6400310	70	0	3	1888
kit	15	Belenenses	6400311	70	0	3	1889
kit	15	NAC Breda	6400312	70	0	3	1904
kit	15	NEC	6400313	70	0	3	1910
kit	15	PEC Zwolle	6400314	70	0	3	1914
kit	15	Bournemouth	6400315	70	0	3	1943
kit	15	SC Paderborn 07	6400316	70	0	3	10030
kit	15	KV Kortrijk	6400317	70	0	3	100081
kit	15	OH Leuven	6400318	70	0	3	100087
kit	15	Vancouver Whitecaps	6400319	70	0	3	101112
kit	15	Tiburones Rojos de Veracruz	6400320	70	0	3	110145
kit	15	Amkar Perm	6400321	70	0	3	110234
kit	15	Atlético de Rafaela	6400322	70	0	3	110392
kit	15	Olimpo Bahía Blanca	6400323	70	0	3	110398
kit	15	FSV Frankfurt	6400324	70	0	3	110596
kit	15	KV Mechelen	6400325	70	0	3	110724
kit	15	Waasland-Beveren	6400326	70	0	3	110913
kit	15	Unión Española	6400327	70	0	3	110977
kit	15	Colo Colo	6400328	70	0	3	110980
kit	15	Argentinos Juniors	6400329	70	0	3	111019
kit	15	Portland Timbers	6400330	70	0	3	111140
kit	15	Olhanense	6400331	70	0	3	111540
kit	15	CD O'Higgins	6400332	70	0	3	112116
kit	15	Philadelphia Union	6400333	70	0	3	112134
kit	15	FC Volga Nizhniy Novgorod	6400334	70	0	3	112217
kit	15	Novara	6400335	70	0	3	112225
kit	15	Charlton Athletic	6400336	69	0	3	89
kit	15	Lierse	6400337	69	0	3	239
kit	15	Aarhus GF	6400338	69	0	3	271
kit	15	Viking FK	6400339	69	0	3	300
kit	15	IFK Göteborg	6400340	69	0	3	319
kit	15	Erzgebirge Aue	6400341	69	0	3	506
kit	15	Al Ittihad (Jeddah)	6400342	69	0	3	607
kit	15	Charleroi	6400343	69	0	3	670
kit	15	Columbus Crew	6400344	69	0	3	687
kit	15	D.C. United	6400345	69	0	3	688
kit	15	New England Revolution	6400346	69	0	3	691
kit	15	Aalborg BK	6400347	69	0	3	820
kit	15	FC Zürich	6400348	69	0	3	894
kit	15	Seongnam Ilhwa Chunma	6400349	69	0	3	981
kit	15	Jeju United FC	6400350	69	0	3	1478
kit	15	Empoli	6400351	69	0	3	1746
kit	15	Cercle Brugge	6400352	69	0	3	1750
kit	15	Aalesunds FK	6400353	69	0	3	1755
kit	15	Karlsruher SC	6400354	69	0	3	1832
kit	15	Real Murcia CF	6400355	69	0	3	1855
kit	15	RKC Waalwijk	6400356	69	0	3	1905
kit	15	Bristol City	6400357	69	0	3	1919
kit	15	Barnsley	6400358	69	0	3	1932
kit	15	CE Sabadell FC	6400359	69	0	3	15021
kit	15	Gimnasia y Esgrima La Plata	6400360	69	0	3	101084
kit	15	Independiente	6400361	69	0	3	110093
kit	15	SV Sandhausen	6400362	69	0	3	110178
kit	15	Tom Tomsk	6400363	69	0	3	110233
kit	15	FC Barcelona B	6400364	69	0	3	110704
kit	15	Real Madrid Castilla	6400365	69	0	3	110710
kit	15	FC Sion	6400366	69	0	3	110770
kit	15	CD Cobreloa	6400367	69	0	3	110979
kit	15	Śląsk Wrocław	6400368	69	0	3	111092
kit	15	FC Ural	6400369	69	0	3	111264
kit	15	CD Huachipato	6400370	69	0	3	111327
kit	15	Toronto FC	6400371	69	0	3	111651
kit	15	Deportivo Pasto	6400372	69	0	3	111723
kit	15	Juve Stabia	6400373	69	0	3	112124
kit	15	Varese	6400374	69	0	3	112237
kit	15	Al Fateh (Al Ahsa)	6400375	69	0	3	112390
kit	15	Deportes Iquique	6400376	69	0	3	112531
kit	15	Itagüí	6400377	69	0	3	112578
kit	15	FC Metz	6400378	64	1	3	68
kit	15	Aberdeen	6400379	64	1	3	77
kit	15	Motherwell	6400380	64	1	3	83
kit	15	Arminia Bielefeld	6400381	64	1	3	159
kit	15	CD Tenerife	6400382	64	1	3	260
kit	15	Brøndby IF	6400383	64	1	3	269
kit	15	Odense Boldklub	6400384	64	1	3	272
kit	15	Górnik Zabrze	6400385	64	1	3	420
kit	15	Deportivo Alavés	6400386	64	1	3	463
kit	15	SD Eibar	6400387	64	1	3	467
kit	15	CD Numancia	6400388	64	1	3	477
kit	15	VfR Aalen	6400389	64	1	3	550
kit	15	Inverness Caledonian Thistle	6400390	64	1	3	620
kit	15	SC Cambuur	6400391	64	1	3	647
kit	15	FC Luzern	6400392	64	1	3	897
kit	15	SK Brann	6400393	64	1	3	919
kit	15	Angers SCO	6400394	64	1	3	1530
kit	15	Randers FC	6400395	64	1	3	1786
kit	15	Milton Keynes Dons	6400396	64	1	3	1798
kit	15	Coventry City	6400397	64	1	3	1800
kit	15	Preston North End	6400398	64	1	3	1801
kit	15	Córdoba CF	6400399	64	1	3	1867
kit	15	Wisła Kraków	6400400	64	1	3	1873
kit	15	Peterborough United	6400401	64	1	3	1938
kit	15	St. Johnstone	6400402	64	1	3	100804
kit	15	Millonarios FC	6400403	64	1	3	101105
kit	15	CD Mirandés	6400404	64	1	3	110069
kit	15	Quilmes Atlético Club	6400405	64	1	3	110554
kit	15	Dijon Football	6400406	64	1	3	110569
kit	15	Crotone	6400407	64	1	3	110734
kit	15	Jagiellonia Białystok	6400408	64	1	3	110745
kit	15	Zagłębie Lubin	6400409	64	1	3	110749
kit	15	Incheon United FC	6400410	64	1	3	110765
kit	15	CD Lugo	6400411	64	1	3	110831
kit	15	Santiago Wanderers	6400412	64	1	3	110976
kit	15	Chivas USA	6400413	64	1	3	111070
kit	15	Cúcuta Deportivo	6400414	64	1	3	111721
kit	15	Al Ettifaq (Dammam)	6400415	64	1	3	112096
kit	15	Latina	6400416	64	1	3	112487
kit	15	Envigado FC	6400417	64	1	3	112526
kit	15	Deportes Antofagasta	6400418	64	1	3	112533
kit	15	Kilmarnock	6400419	64	1	3	82
kit	15	Dundee United	6400420	64	1	3	181
kit	15	Lillestrøm SK	6400421	64	1	3	299
kit	15	Yeovil Town	6400422	64	1	3	346
kit	15	Ross County	6400423	64	1	3	631
kit	15	Djurgårdens IF	6400424	64	1	3	710
kit	15	SV Ried	6400425	64	1	3	780
kit	15	Ruch Chorzów	6400426	64	1	3	874
kit	15	Kalmar FF	6400427	64	1	3	1439
kit	15	Esbjerg fB	6400428	64	1	3	1445
kit	15	Busan I'Park	6400429	64	1	3	1476
kit	15	FC Midtjylland	6400430	64	1	3	1516
kit	15	FC Thun	6400431	64	1	3	1715
kit	15	Le Havre AC	6400432	64	1	3	1738
kit	15	Sheffield United	6400433	64	1	3	1794
kit	15	Rotherham United	6400434	64	1	3	1797
kit	15	Bradford City	6400435	64	1	3	1804
kit	15	Chamois Niortais FC	6400436	64	1	3	1813
kit	15	FC Istres	6400437	64	1	3	1820
kit	15	Bari	6400438	64	1	3	1848
kit	15	Chesterfield	6400439	64	1	3	1924
kit	15	Brentford	6400440	64	1	3	1925
kit	15	Colchester United	6400441	64	1	3	1935
kit	15	Notts County	6400442	64	1	3	1937
kit	15	Leyton Orient	6400443	64	1	3	1958
kit	15	Avellino	6400444	64	1	3	2038
kit	15	Go Ahead Eagles	6400445	64	1	3	100632
kit	15	Independiente Medellín	6400446	64	1	3	101103
kit	15	Tours FC	6400447	64	1	3	110326
kit	15	Korona Kielce	6400448	64	0	3	111083
kit	15	Piast Gliwice	6400449	64	0	3	111086
kit	15	Lechia Gdańsk	6400450	64	0	3	111091
kit	15	Brisbane Roar	6400451	64	0	3	111395
kit	15	Central Coast Mariners	6400452	64	0	3	111396
kit	15	GyeongNam FC	6400453	64	0	3	111588
kit	15	AC Arles-Avignon	6400454	64	0	3	111989
kit	15	Cittadella	6400455	64	0	3	111993
kit	15	Virtus Lanciano	6400456	64	0	3	112020
kit	15	Rangers de Talca	6400457	64	0	3	112110
kit	15	Melbourne Heart	6400458	64	0	3	112224
kit	15	Western Sydney Wanderers	6400459	64	0	3	112427
kit	15	Atlético Huila	6400460	64	0	3	112528
kit	15	Everton de Viña del Mar	6400461	64	0	3	112584
kit	15	Ñublense	6400462	64	0	3	112585
kit	15	Hibernian	6400463	64	0	3	81
kit	15	LB Châteauroux	6400464	64	0	3	212
kit	15	Nîmes Olympique	6400465	64	0	3	224
kit	15	AEK Athens	6400466	64	0	3	278
kit	15	Stevenage	6400467	64	0	3	361
kit	15	Real Jaén CF	6400468	64	0	3	471
kit	15	KV Oostende	6400469	64	0	3	682
kit	15	IFK Norrköping	6400470	64	0	3	702
kit	15	Odds Ballklubb	6400471	64	0	3	1456
kit	15	Chunnam Dragons	6400472	64	0	3	1475
kit	15	IK Start	6400473	64	0	3	1524
kit	15	Partick Thistle	6400474	64	0	3	1754
kit	15	Gillingham	6400475	64	0	3	1802
kit	15	US Créteil-Lusitanos	6400476	64	0	3	1812
kit	15	Stade Lavallois	6400477	64	0	3	1814
kit	15	Clermont Foot	6400478	64	0	3	1815
kit	15	Hønefoss BK	6400479	64	0	3	1841
kit	15	Swindon Town	6400480	64	0	3	1934
kit	15	Tranmere Rovers	6400481	64	0	3	15048
kit	15	St. Mirren	6400482	64	0	3	100805
kit	15	Audax Italiano	6400483	64	0	3	101097
kit	15	Pogoń Szczecin	6400484	64	0	3	110746
kit	15	Crawley Town	6400485	64	0	3	110890
kit	15	Cobresal	6400486	64	0	3	110978
kit	15	CSD Palestino	6400487	64	0	3	111328
kit	15	Adelaide United	6400488	64	0	3	111393
kit	15	Newcastle Jets	6400489	64	0	3	111398
kit	15	Perth Glory	6400490	64	0	3	111399
kit	15	Sydney FC	6400491	64	0	3	111400
kit	15	Åtvidabergs FF	6400492	64	0	3	111835
kit	15	Carpi	6400493	64	0	3	112409
kit	15	Zawisza Bydgoszcz	6400494	64	0	3	112512
kit	15	Unión La Calera	6400495	64	0	3	112535
kit	15	Rangers	6400496	64	0	3	86
kit	15	Crewe Alexandra	6400497	64	0	3	121
kit	15	Widzew Łódź	6400498	64	0	3	301
kit	15	FC Aarau	6400499	64	0	3	434
kit	15	FC St. Gallen	6400500	64	0	3	898
kit	15	Daejeon Citizen	6400501	64	0	3	980
kit	15	FK Haugesund	6400502	64	0	3	1463
kit	15	Portsmouth	6400503	64	0	3	1790
kit	15	Walsall	6400504	64	0	3	1803
kit	15	FC Lausanne-Sport	6400505	64	0	3	1862
kit	15	Oldham Athletic	6400506	64	0	3	1920
kit	15	Port Vale	6400507	64	0	3	1928
kit	15	Cheltenham Town	6400508	64	0	3	1936
kit	15	Bury	6400509	64	0	3	1945
kit	15	Scunthorpe United	6400510	64	0	3	1949
kit	15	Wacker Innsbruck	6400511	64	0	3	2045
kit	15	Daegu FC	6400512	64	0	3	2056
kit	15	Cracovia	6400513	64	0	3	110747
kit	15	Podbeskidzie Bielsko-Biała	6400514	64	0	3	111087
kit	15	Gefle IF	6400515	64	0	3	111277
kit	15	Melbourne Victory	6400516	64	0	3	111397
kit	15	IF Brommapojkarna	6400517	64	0	3	111705
kit	15	Wellington Phoenix	6400518	64	0	3	111766
kit	15	Wolfsberger AC	6400519	64	0	3	111822
kit	15	Gangwon FC	6400520	64	0	3	112115
kit	15	Sarpsborg 08 FF	6400521	64	0	3	112199
kit	15	Universidad de Concepción	6400522	64	0	3	112534
kit	15	Heart of Midlothian	6400523	64	0	3	80
kit	15	Shrewsbury Town	6400524	64	0	3	127
kit	15	Shamrock Rovers	6400525	64	0	3	306
kit	15	Viborg FF	6400526	64	0	3	1443
kit	15	SønderjyskE	6400527	64	0	3	1447
kit	15	Carlisle United	6400528	64	0	3	1480
kit	15	Östers IF	6400529	64	0	3	1870
kit	15	Plymouth Argyle	6400530	64	0	3	1929
kit	15	Northampton Town	6400531	64	0	3	1930
kit	15	Oxford United	6400532	64	0	3	1951
kit	15	Southend United	6400533	64	0	3	1954
kit	15	Burton Albion	6400534	64	0	3	15015
kit	15	Once Caldas	6400535	64	0	3	101106
kit	15	SC Wiener Neustadt	6400536	64	0	3	111373
kit	15	Admira Wacker	6400537	64	0	3	111821
kit	15	Mjällby AIF	6400538	64	0	3	112072
kit	15	Fleetwood Town	6400539	64	0	3	112260
kit	15	Syrianska FC	6400540	64	0	3	112267
kit	15	Sandnes Ulf	6400541	64	0	3	112374
kit	15	Al Faisaly (Harmah)	6400542	64	0	3	112389
kit	15	Al Taawoun (Buraidah)	6400543	64	0	3	112393
kit	15	Najran SC	6400544	64	0	3	112395
kit	15	Al Shoulla (Al Kharj)	6400545	64	0	3	112407
kit	15	Exeter City	6400546	63	0	3	143
kit	15	Halmstads BK	6400547	63	0	3	321
kit	15	Sligo Rovers	6400548	63	0	3	563
kit	15	Wycombe Wanderers	6400549	63	0	3	1933
kit	15	Hartlepool United	6400550	63	0	3	1941
kit	15	Torquay United	6400551	63	0	3	1946
kit	15	Rochdale	6400552	63	0	3	1955
kit	15	Bristol Rovers	6400553	63	0	3	1962
kit	15	AFC Wimbledon	6400554	63	0	3	112259
kit	15	Trapani	6400555	63	0	3	112410
kit	15	CA Bastia	6400556	63	0	3	112549
kit	15	Alianza Petrolera	6400557	63	0	3	112579
kit	15	Morecambe	6400558	62	0	3	357
kit	15	Dagenham & Redbridge	6400559	62	0	3	373
kit	15	St. Patrick's Athletic	6400560	62	0	3	423
kit	15	Sogndal Fotball	6400561	62	0	3	1465
kit	15	Mansfield Town	6400562	62	0	3	1940
kit	15	York City	6400563	62	0	3	1948
kit	15	Accrington Stanley	6400564	62	0	3	110313
kit	15	SV Grödig	6400565	62	0	3	112022
kit	15	Newport County	6400566	62	0	3	112254
kit	15	Al Raed (Buraidah)	6400567	62	0	3	112392
kit	15	FC Vestsjælland	6400568	62	0	3	112424
kit	15	Patriotas Boyacá	6400569	62	0	3	112527
kit	15	Derry City	6400570	61	0	3	445
kit	15	Dundalk FC	6400571	61	0	3	837
kit	15	Limerick FC	6400572	61	0	3	111285
kit	15	Cork City	6400573	60	0	3	422
kit	15	Shelbourne	6400574	60	0	3	834
kit	15	Drogheda United	6400575	60	0	3	1572
kit	15	Boyacá Chicó	6400576	60	0	3	112019
kit	15	Bohemian FC	6400577	59	0	3	305
kit	15	Deportes Quindío	6400578	59	0	3	112525
kit	15	Al Nahdha (Dammam)	6400579	59	0	3	112676
kit	15	Bray Wanderers	6400580	58	0	3	838
kit	15	La Equidad	6400581	58	0	3	112523
kit	15	Al Orubah (Skaka)	6400582	58	0	3	112675
kit	15	U.C.D.	6400583	57	0	3	111132
kit	15	ICE BREAKER AWAY	6400584	99	0	3	7201
kit	15	FUT LEGENDS	6400585	99	0	3	112658
badge	241	FC Barcelona	6000000	89	1	1	241
badge	243	Real Madrid	6000001	89	1	1	243
badge	21	Bayern München	6000002	88	1	1	21
badge	10	Manchester City	6000003	87	1	1	10
badge	11	Manchester United	6000004	87	1	1	11
badge	45	Juventus	6000005	87	1	1	45
badge	5	Chelsea	6000006	86	1	1	5
badge	22	Borussia Dortmund	6000007	86	1	1	22
badge	18	Tottenham Hotspur	6000008	85	1	1	18
badge	73	Paris Saint-Germain	6000009	85	1	1	73
badge	240	Atlético de Madrid	6000010	85	1	1	240
badge	1	Arsenal	6000011	84	1	1	1
badge	44	Inter	6000012	84	1	1	44
badge	48	Napoli	6000013	84	1	1	48
badge	110374	Fiorentina	6000014	84	1	1	110374
badge	9	Liverpool	6000015	83	1	1	9
badge	46	Lazio	6000016	83	1	1	46
badge	47	Milan	6000017	83	1	1	47
badge	52	Roma	6000018	83	1	1	52
badge	236	FC Porto 	6000019	83	1	1	236
badge	461	Valencia CF	6000020	83	1	1	461
badge	13	Newcastle United	6000021	82	1	1	13
badge	34	FC Schalke 04	6000022	82	1	1	34
badge	144	Fulham	6000023	82	1	1	144
badge	175	VfL Wolfsburg	6000024	82	1	1	175
badge	234	SL Benfica	6000025	82	1	1	234
badge	325	Galatasaray SK	6000026	82	1	1	325
badge	100769	Zenit St. Petersburg	6000027	82	1	1	100769
badge	7	Everton	6000028	81	1	1	7
badge	32	Bayer 04 Leverkusen	6000029	81	1	1	32
badge	69	AS Monaco	6000030	81	1	1	69
badge	219	Olympique de Marseille	6000031	81	1	1	219
badge	448	Athletic Club de Bilbao	6000032	81	1	1	448
badge	457	Real Sociedad	6000033	81	1	1	457
badge	481	Sevilla FC	6000034	81	1	1	481
badge	1960	Swansea City	6000035	81	1	1	1960
badge	23	Borussia M'gladbach	6000036	80	1	1	23
badge	28	Hamburger SV	6000037	80	1	1	28
badge	36	VfB Stuttgart	6000038	80	1	1	36
badge	39	Atalanta	6000039	80	1	1	39
badge	55	Udinese	6000040	80	1	1	55
badge	66	Olympique Lyonnais	6000041	80	1	1	66
badge	315	CSKA Moskva	6000042	80	1	1	315
badge	573	Málaga CF	6000043	80	1	1	573
badge	1035	Atlético Mineiro	6000044	80	1	1	1035
badge	1806	Stoke City	6000045	80	1	1	1806
badge	100767	Spartak Moskva	6000046	80	1	1	100767
badge	101059	Shakhtar Donetsk	6000047	80	1	1	101059
badge	17	Southampton	6000048	79	0	1	17
badge	19	West Ham United	6000049	79	0	1	19
badge	50	Parma	6000050	79	0	1	50
badge	65	LOSC Lille	6000051	79	0	1	65
badge	106	Sunderland	6000052	79	0	1	106
badge	109	West Bromwich Albion	6000053	79	0	1	109
badge	237	Sporting CP	6000054	79	0	1	237
badge	245	Ajax	6000055	79	0	1	245
badge	247	PSV	6000056	79	0	1	247
badge	280	Olympiacos CFP	6000057	79	0	1	280
badge	312	Dinamo Moskva	6000058	79	0	1	312
badge	449	Real Betis Balompié	6000059	79	0	1	449
badge	485	Hannover 96	6000060	79	0	1	485
badge	568	Cruzeiro	6000061	79	0	1	568
badge	598	São Paulo	6000062	79	0	1	598
badge	1041	Corinthians	6000063	79	0	1	1041
badge	1048	Internacional	6000064	79	0	1	1048
badge	1629	Grêmio	6000065	79	0	1	1629
badge	1819	AS Saint-Etienne	6000066	79	0	1	1819
badge	1824	Eintracht Frankfurt	6000067	79	0	1	1824
badge	1842	Cagliari	6000068	79	0	1	1842
badge	1896	Braga	6000069	79	0	1	1896
badge	10029	1899 Hoffenheim	6000070	79	0	1	10029
badge	100766	Anzhi Makhachkala	6000071	79	0	1	100766
badge	110364	Catania	6000072	79	0	1	110364
badge	110556	Genoa	6000073	79	0	1	110556
badge	2	Aston Villa	6000074	78	0	1	2
badge	15	Queens Park Rangers	6000075	78	0	1	15
badge	38	Werder Bremen	6000076	78	0	1	38
badge	59	Girondins de Bordeaux	6000077	78	0	1	59
badge	70	Montpellier HSC	6000078	78	0	1	70
badge	74	Stade Rennais	6000079	78	0	1	74
badge	189	Bologna	6000080	78	0	1	189
badge	452	RCD Espanyol	6000081	78	0	1	452
badge	517	Botafogo	6000082	78	0	1	517
badge	567	Fluminense	6000083	78	0	1	567
badge	1043	Flamengo	6000084	78	0	1	1043
badge	1792	Norwich City	6000085	78	0	1	1792
badge	1860	Getafe CF	6000086	78	0	1	1860
badge	100765	Lokomotiv Moskva	6000087	78	0	1	100765
badge	110227	Rubin Kazan	6000088	78	0	1	110227
badge	110396	Newell's Old Boys	6000089	78	0	1	110396
badge	25	SC Freiburg	6000090	77	0	1	25
badge	54	Torino	6000091	77	0	1	54
badge	166	Hertha BSC	6000092	77	0	1	166
badge	169	1. FSV Mainz 05	6000093	77	0	1	169
badge	171	1. FC Nürnberg	6000094	77	0	1	171
badge	192	Chievo Verona	6000095	77	0	1	192
badge	246	Feyenoord	6000096	77	0	1	246
badge	383	Palmeiras	6000097	77	0	1	383
badge	393	PAOK FC	6000098	77	0	1	393
badge	450	RC Celta de Vigo	6000099	77	0	1	450
badge	462	Real Valladolid	6000100	77	0	1	462
badge	468	Elche CF	6000101	77	0	1	468
badge	479	CA Osasuna	6000102	77	0	1	479
badge	480	Rayo Vallecano	6000103	77	0	1	480
badge	483	Villarreal CF	6000104	77	0	1	483
badge	569	Vasco da Gama	6000105	77	0	1	569
badge	1843	Palermo	6000106	77	0	1	1843
badge	1853	Levante UD	6000107	77	0	1	1853
badge	1877	Boca Juniors	6000108	77	0	1	1877
badge	1917	Wigan Athletic	6000109	77	0	1	1917
badge	101088	Vélez Sarsfield	6000110	77	0	1	101088
badge	110832	Granada CF	6000111	77	0	1	110832
badge	72	OGC Nice	6000112	76	0	1	72
badge	78	Celtic	6000113	76	0	1	78
badge	206	Hellas Verona	6000114	76	0	1	206
badge	217	FC Lorient	6000115	76	0	1	217
badge	229	Anderlecht	6000116	76	0	1	229
badge	232	Standard Liège	6000117	76	0	1	232
badge	1053	Santos	6000118	76	0	1	1053
badge	1793	Reading	6000119	76	0	1	1793
badge	1809	Toulouse FC	6000120	76	0	1	1809
badge	1837	Sampdoria	6000121	76	0	1	1837
badge	1952	Hull City	6000122	76	0	1	1952
badge	1961	Cardiff City	6000123	76	0	1	1961
badge	1970	Tigres U.A.N.L.	6000124	76	0	1	1970
badge	100409	FC Augsburg	6000125	76	0	1	100409
badge	111044	Coritiba	6000126	76	0	1	111044
badge	4	Bolton Wanderers	6000127	75	0	1	4
badge	29	1. FC Kaiserslautern	6000128	75	0	1	29
badge	226	FC Sochaux	6000129	75	0	1	226
badge	231	Club Brugge	6000130	75	0	1	231
badge	453	RCD Mallorca	6000131	75	0	1	453
badge	605	Al Hilal (Riyadh)	6000132	75	0	1	605
badge	673	RC Genk	6000133	75	0	1	673
badge	819	FC København	6000134	75	0	1	819
badge	1032	Monterrey	6000135	75	0	1	1032
badge	1799	Crystal Palace	6000136	75	0	1	1799
badge	1808	Brighton & Hove Albion	6000137	75	0	1	1808
badge	1861	UD Almería	6000138	75	0	1	1861
badge	1879	América	6000139	75	0	1	1879
badge	1906	AZ	6000140	75	0	1	1906
badge	1908	FC Twente	6000141	75	0	1	1908
badge	1909	Vitesse	6000142	75	0	1	1909
badge	101083	Estudiantes de La Plata	6000143	75	0	1	101083
badge	101085	Racing Club de Avellaneda	6000144	75	0	1	101085
badge	110089	Kuban Krasnodar	6000145	75	0	1	110089
badge	111292	Portuguesa	6000146	75	0	1	111292
badge	14	Nottingham Forest	6000147	74	1	1	14
badge	31	1. FC Köln	6000148	74	1	1	31
badge	58	SC Bastia	6000149	74	1	1	58
badge	200	Pescara	6000150	74	1	1	200
badge	244	Real Zaragoza	6000151	74	1	1	244
badge	379	Stade de Reims	6000152	74	1	1	379
badge	896	FC Basel	6000153	74	1	1	896
badge	1013	San Lorenzo de Almagro	6000154	74	1	1	1013
badge	1028	Monarcas Morelia	6000155	74	1	1	1028
badge	1039	Atlético Paranaense	6000156	74	1	1	1039
badge	1598	Bahia	6000157	74	1	1	1598
badge	1719	Vitória	6000158	74	1	1	1719
badge	1795	Watford 	6000159	74	1	1	1795
badge	1838	Siena	6000160	74	1	1	1838
badge	1876	River Plate	6000161	74	1	1	1876
badge	1878	Cruz Azul	6000162	74	1	1	1878
badge	1884	Panathinaikos FC	6000163	74	1	1	1884
badge	101100	Atlético Nacional	6000164	74	1	1	101100
badge	110144	Santos Laguna	6000165	74	1	1	110144
badge	110406	Club Atlético Colón	6000166	74	1	1	110406
badge	110456	Valenciennes FC	6000167	74	1	1	110456
badge	110500	Eintracht Braunschweig	6000168	74	1	1	110500
badge	110636	Fortuna Düsseldorf	6000169	74	1	1	110636
badge	110930	Orlando Pirates	6000170	74	1	1	110930
badge	111042	Goiás	6000171	74	1	1	111042
badge	111046	Criciúma	6000172	74	1	1	111046
badge	111050	Náutico	6000173	74	1	1	111050
badge	111144	Seattle Sounders	6000174	74	1	1	111144
badge	111271	Évian Thonon Gaillard FC	6000175	74	1	1	111271
badge	112218	FC Krasnodar	6000176	74	1	1	112218
badge	3	Blackburn Rovers	6000177	73	1	1	3
badge	8	Leeds United	6000178	73	1	1	8
badge	12	Middlesbrough	6000179	73	1	1	12
badge	71	FC Nantes	6000180	73	1	1	71
