id	team	nation	pos	rating	potential	pace	shooting	passing	dribbling	defending	physical	rare	strength	ballcontrol	shotpower	skillmoves	fkaccuracy
153052	300	36	CAM	64	67	73	60	60	73	56	70	1	71	73	71	2	39
153100	1802	14	GK	64	65	66	63	68	63	59	64	1	68	25	25	0	25
153148	1873	37	CAM	64	66	52	62	72	60	51	54	1	52	42	61	2	70
153222	111083	37	RM	64	65	81	58	63	74	54	52	1	58	67	57	3	62
153253	159	21	RM	64	64	75	58	62	65	49	58	0	49	64	61	2	57
153293	111065	82	CM	64	61	57	65	60	65	58	68	1	85	68	82	2	67
154545	112225	27	CM	64	64	62	56	67	64	66	67	1	71	68	65	1	56
155018	142	14	CB	64	64	40	29	44	29	65	70	1	91	41	48	1	24
155289	873	37	GK	64	64	76	54	66	68	26	59	1	49	25	27	0	25
155334	1473	167	CB	64	64	69	40	49	52	60	76	1	76	52	40	2	49
155339	1474	167	CDM	64	64	67	48	59	63	63	72	1	81	58	64	1	34
155861	571	45	LB	64	64	72	35	60	54	63	62	0	67	60	44	1	42
155877	82	42	GK	64	63	68	62	52	69	46	61	0	64	32	25	0	25
155937	1478	195	CB	64	64	46	41	52	45	66	69	1	69	45	41	2	52
156464	89	14	CB	64	64	47	28	41	40	65	70	1	75	50	38	1	26
156634	1530	18	RM	64	63	72	52	61	67	45	59	0	73	64	55	2	59
156675	77	42	CB	64	66	55	32	51	50	62	71	0	82	56	41	1	54
157168	110831	47	LB	64	66	75	55	62	58	62	54	0	58	67	71	1	66
157431	159	21	CAM	64	64	72	60	61	67	58	62	0	54	64	71	2	62
157590	1832	21	CB	64	67	65	26	50	36	65	64	1	81	54	39	1	24
157706	110596	21	GK	64	65	63	64	58	65	49	66	1	44	21	31	0	25
157727	57	38	LB	64	62	64	37	63	59	62	64	0	61	56	51	1	39
157786	2038	27	CB	64	66	34	36	39	38	68	66	1	93	45	55	1	34
158111	1738	18	ST	64	64	63	63	49	55	42	72	1	86	59	69	1	50
158282	897	47	LB	64	65	72	47	61	64	62	69	0	71	62	61	1	52
158667	31	21	LM	64	63	86	65	55	62	49	69	1	82	60	78	1	43
159168	294	54	CDM	64	64	55	51	60	53	65	66	0	73	61	65	1	61
159274	110915	27	CM	64	64	71	52	66	64	63	55	1	65	68	67	1	51
159447	1901	38	RB	64	66	70	43	60	55	65	65	0	66	60	48	1	45
160615	420	37	CB	64	63	73	52	59	59	65	59	1	69	48	77	1	58
160642	100764	6	GK	64	64	63	71	66	70	28	54	1	74	25	25	0	25
161646	378	18	GK	64	70	64	63	62	66	55	67	1	68	25	34	0	25
161666	112679	83	ST	64	65	58	61	46	62	50	75	1	74	62	63	2	52
161861	2023	45	CB	64	65	40	40	57	40	64	67	1	85	46	62	1	45
162222	100087	7	CDM	64	64	64	48	63	57	62	61	0	60	61	63	1	48
162265	181	37	GK	64	63	67	61	53	67	56	63	0	56	31	21	0	25
162796	100087	7	GK	64	64	63	61	65	68	41	62	0	64	24	35	0	25
162979	1804	14	CB	64	65	67	25	44	39	65	69	1	86	44	30	1	30
163116	111399	195	CB	64	64	64	46	55	41	66	68	1	71	54	63	1	21
163145	1930	14	CB	64	64	48	46	30	35	69	72	1	87	36	68	1	32
163621	89	14	GK	64	64	61	59	57	76	34	61	1	61	76	59	3	57
163627	142	14	ST	64	64	68	59	47	63	47	69	0	72	63	63	1	37
163731	1934	14	CM	64	62	57	63	67	69	52	61	1	58	65	68	2	74
163848	1871	37	LB	64	67	74	65	66	62	63	61	1	67	62	77	1	73
164041	15021	45	GK	64	68	62	70	52	65	46	63	1	79	21	25	0	25
164613	688	95	RB	64	63	75	39	66	53	62	58	1	70	54	44	1	31
164957	696	54	CM	64	64	69	62	61	64	62	59	1	70	65	72	2	62
164977	1814	126	ST	64	64	72	60	55	68	42	75	1	70	70	67	2	61
164996	110746	54	CM	64	64	39	63	67	61	43	44	1	44	61	63	3	67
165001	111091	37	CB	64	66	34	39	56	46	66	64	1	78	58	38	1	23
165033	111083	37	RB	64	64	72	55	65	63	62	66	1	71	59	75	1	71
165070	111091	37	GK	64	64	68	61	52	64	44	70	1	60	24	25	0	25
165435	112225	18	LW	64	70	65	69	64	68	48	53	1	66	70	77	2	72
165509	110890	25	ST	64	68	68	64	47	64	38	59	1	39	64	69	2	50
165671	111086	37	ST	64	64	46	59	41	55	52	73	1	84	63	66	1	39
165891	111588	167	ST	64	64	69	70	65	61	40	47	1	47	61	70	3	65
166076	101102	56	LB	64	68	66	67	64	70	60	53	1	50	69	88	1	80
166137	2045	12	CDM	64	64	52	55	62	60	64	68	0	73	62	57	1	60
166695	110234	40	LM	64	70	64	49	66	65	49	56	1	62	64	57	2	52
166851	1797	24	CB	64	63	49	59	65	60	64	71	1	84	66	72	2	56
167432	506	133	ST	64	68	81	59	54	65	47	72	1	83	63	71	2	47
167530	112679	83	CM	64	64	69	60	66	68	42	59	1	59	68	60	3	66
167841	1807	42	RM	64	68	76	61	63	66	41	60	0	65	66	73	2	71
168403	200	27	CB	64	69	57	36	44	37	67	70	1	85	52	44	1	30
168869	607	183	CB	64	64	68	41	49	45	64	68	0	70	47	46	1	44
168962	1889	38	CB	64	64	75	61	66	72	65	50	1	50	72	61	3	66
168983	62	18	CB	64	65	41	37	58	34	65	68	0	78	59	52	1	30
169169	100087	7	RB	64	65	63	36	61	46	65	54	0	68	61	48	1	35
169389	1937	25	LB	64	64	67	54	68	62	62	58	1	58	62	66	1	79
169452	83	42	CM	64	62	38	59	68	64	58	54	1	56	65	66	1	63
169461	1797	35	CM	64	70	68	65	65	60	62	64	1	68	67	70	2	68
169578	1939	14	RB	64	65	75	49	60	61	63	62	0	64	58	53	1	37
169604	1924	14	GK	64	65	61	64	60	68	39	63	1	62	22	42	0	25
169623	361	14	LB	64	67	54	31	56	44	63	66	0	72	56	38	1	25
169638	1943	14	LB	64	66	82	46	62	64	61	62	1	63	65	47	1	67
169708	1909	14	CDM	64	69	67	45	60	62	66	64	1	64	63	54	1	54
169725	14	14	ST	64	66	77	57	46	63	46	66	1	81	65	65	1	36
169784	110326	18	ST	64	64	65	63	51	64	38	59	1	56	65	59	1	38
170078	1938	14	RB	64	67	81	28	61	62	62	66	1	70	60	35	1	24
170342	1801	14	CB	64	64	48	28	37	30	64	75	1	80	36	37	1	34
170346	110069	45	CDM	64	64	52	42	62	57	67	67	1	73	58	44	1	52
170612	110770	1	CDM	64	72	69	52	66	58	62	60	1	56	66	64	1	54
170795	110596	21	CDM	64	65	63	50	58	48	64	70	0	73	60	63	1	41
170798	165	37	CM	64	68	71	62	65	73	46	51	1	60	69	62	3	71
170879	1943	50	CM	64	68	69	53	64	69	59	56	1	72	68	64	2	32
171063	15021	45	LB	64	64	71	43	67	61	63	56	1	68	63	59	1	55
171480	110069	45	CM	64	68	69	57	64	63	41	46	0	39	64	58	2	60
171620	94	14	CM	64	68	58	67	72	56	45	59	1	57	67	71	1	77
171642	110975	55	RB	64	70	62	42	58	56	67	69	1	74	66	55	1	42
171699	1888	38	LB	64	67	68	48	64	64	63	58	0	60	61	62	1	39
171721	112225	27	CB	64	65	53	47	54	38	65	64	0	71	55	51	1	48
171970	346	14	CM	64	69	63	52	62	64	52	58	0	60	69	64	1	67
172063	111395	195	CB	64	65	54	48	52	50	64	68	0	81	52	59	1	51
172122	111144	42	CDM	64	64	63	69	62	63	63	66	1	72	64	82	2	66
172152	110913	7	RB	64	65	65	57	62	60	65	65	0	72	63	68	1	57
172207	1796	70	CM	64	67	66	49	63	56	66	70	1	72	64	58	1	45
172547	1715	17	ST	64	64	59	57	48	54	45	67	1	84	59	71	2	39
172568	200	13	CM	64	66	69	65	66	66	62	61	1	71	63	74	1	60
172573	820	13	RB	64	65	69	60	62	66	61	55	0	56	64	71	1	52
172648	110913	7	CDM	64	65	61	50	62	53	65	66	0	72	62	70	1	60
172808	1790	25	LB	64	61	61	30	63	58	62	64	0	66	59	48	1	25
172850	647	34	CB	64	70	68	45	64	64	64	65	0	82	66	49	1	40
172944	1807	14	CM	64	65	78	64	64	67	60	60	1	72	65	74	2	47
172960	1943	14	ST	64	70	82	64	54	63	40	59	1	70	56	67	2	59
173360	74	136	GK	64	68	67	57	64	67	32	66	1	63	22	23	0	25
173361	112260	35	LM	64	64	71	65	64	64	44	52	1	62	64	66	2	68
173383	110912	27	CB	64	64	53	35	45	43	66	69	1	79	52	46	1	31
173444	698	14	ST	64	67	75	63	61	66	51	51	1	57	66	78	2	67
173483	210	80	CB	64	65	30	31	44	42	64	72	1	72	56	51	1	20
173671	110890	14	CB	64	65	60	33	43	35	66	70	1	85	43	47	1	27
175657	111092	44	CDM	64	67	61	66	71	62	59	68	1	72	64	69	2	69
175721	1905	31	ST	64	65	60	63	54	63	42	71	1	77	63	74	1	57
175911	110913	18	CB	64	63	52	51	60	47	65	63	1	72	55	65	1	61
176058	111144	95	CB	64	63	67	35	53	49	64	70	0	64	57	46	1	23
176123	239	7	CB	64	64	60	38	55	57	66	62	1	62	57	38	3	55
176154	110724	7	RB	64	68	73	38	60	58	64	60	0	60	62	54	1	35
176211	110746	37	ST	64	71	66	60	46	60	48	74	1	83	66	74	2	40
176226	696	95	RW	64	64	73	63	61	64	53	54	1	60	66	74	1	71
176253	111092	37	CB	64	64	41	37	52	31	70	54	1	91	30	62	1	38
176310	111588	167	CB	64	65	52	35	62	41	68	73	1	80	48	48	1	32
176392	1474	167	LB	64	64	85	50	65	59	63	61	1	71	56	57	1	54
176428	112427	21	RB	64	67	73	55	68	66	61	67	1	74	66	63	1	55
176575	900	47	RB	64	71	69	49	65	61	64	66	1	79	64	48	1	33
176880	111678	83	ST	64	64	77	58	56	71	40	62	1	62	71	58	3	56
177041	111674	183	CDM	64	60	47	58	65	56	62	50	1	64	62	71	1	44
177095	506	21	RB	64	64	78	50	60	62	63	66	1	74	59	72	1	48
177363	1938	14	RB	64	68	71	29	57	52	65	64	0	69	56	45	1	20
177373	820	13	CB	64	66	70	40	64	59	61	74	1	72	63	60	1	40
177414	1928	14	ST	64	63	75	59	41	48	46	77	1	84	54	63	1	34
177522	260	45	RM	64	65	82	54	50	73	55	51	1	60	66	43	2	63
177554	112487	27	RM	64	60	71	40	62	57	62	60	0	60	59	65	1	30
177582	780	4	CB	64	68	55	32	38	42	67	67	1	77	50	46	1	24
177646	110831	45	LW	64	64	47	63	74	61	42	42	1	49	61	63	1	78
177653	112487	54	ST	64	68	66	61	48	65	44	68	0	71	66	64	2	57
177672	894	47	GK	64	65	65	64	60	63	58	65	0	56	22	22	0	25
177690	1841	13	CM	64	69	75	60	62	66	67	64	1	78	63	60	1	53
177692	110890	14	LM	64	68	86	57	59	65	42	37	1	56	66	66	2	54
177804	190	27	CM	64	70	69	51	65	64	53	56	1	70	66	61	2	50
177920	874	37	CB	64	64	51	31	45	32	69	56	1	75	37	41	1	22
177975	203	27	ST	64	68	71	59	54	60	47	70	1	88	63	64	2	50
177988	1478	167	ST	64	64	60	60	51	64	44	76	1	76	64	60	3	51
178089	112224	195	ST	64	66	86	66	59	66	49	57	1	56	61	70	2	58
178139	1867	34	CB	64	64	75	28	65	58	62	60	1	60	58	28	3	65
178141	682	7	RM	64	64	76	66	60	64	44	62	1	66	63	72	2	67
178222	111070	83	CDM	64	68	66	42	62	54	66	59	1	68	60	67	1	65
178259	100766	133	CB	64	64	70	37	43	40	67	78	1	78	40	37	2	43
178284	691	95	CAM	64	75	80	63	65	72	52	48	1	54	77	73	3	70
178412	110831	45	CB	64	64	58	44	52	48	63	67	0	77	58	53	1	54
178433	112124	27	GK	64	73	66	58	50	72	53	62	1	64	32	41	0	25
178521	111327	52	ST	64	64	62	63	40	57	43	71	1	78	58	70	1	54
179575	298	36	CB	64	64	65	38	50	54	63	78	1	82	57	59	1	29
179636	1797	14	RM	64	70	81	52	59	66	49	50	1	56	61	53	1	43
179703	111140	95	LB	64	63	74	56	57	56	64	64	0	70	58	67	1	59
179745	1802	14	CM	64	63	66	54	66	58	58	60	1	71	66	67	1	57
179787	694	95	CDM	64	62	67	62	63	63	57	58	1	60	67	70	1	62
179984	239	7	CB	64	64	51	38	54	43	66	62	1	62	43	38	2	54
180400	477	45	RB	64	68	79	40	58	52	64	59	1	68	52	64	1	43
180455	111070	95	CB	64	63	34	41	47	45	66	64	1	84	47	47	1	45
180700	689	163	RB	64	62	76	51	61	64	63	54	0	51	62	49	1	44
180746	111766	198	CB	64	64	50	37	52	35	65	74	1	90	52	31	1	28
180753	112427	195	LW	64	64	71	62	56	66	43	60	1	60	60	61	1	48
180783	112393	183	ST	64	64	76	61	50	60	40	71	0	70	51	61	2	51
181238	110749	12	CDM	64	63	51	56	62	55	65	72	1	77	54	60	1	51
181311	111835	180	ST	64	64	76	62	49	69	43	55	1	59	68	63	2	43
181436	670	18	CDM	64	67	63	33	61	58	65	71	0	70	63	41	1	29
181451	1516	24	LM	64	63	69	63	62	63	57	64	1	61	55	68	2	56
181462	689	195	LB	64	64	71	63	63	67	63	57	1	70	69	65	2	58
181491	111398	195	CM	64	64	81	59	61	62	50	65	1	65	62	59	3	61
181681	1798	25	CB	64	66	59	59	65	65	64	64	1	65	69	60	1	64
181694	68	18	GK	64	74	65	66	64	67	55	67	1	61	25	32	0	25
181734	294	54	CB	64	68	52	37	47	37	64	65	0	72	49	64	1	28
181792	1915	46	LB	64	64	78	56	64	64	60	61	1	44	64	72	1	69
182184	89	14	CM	64	67	65	55	67	61	55	64	1	65	64	63	1	60
182201	110929	140	RM	64	64	73	57	63	65	44	53	1	45	70	58	2	49
182365	1958	14	GK	64	66	69	55	64	73	32	61	1	70	22	32	0	25
182442	111397	195	CM	64	64	73	61	63	64	58	58	0	58	64	61	3	63
182818	110326	18	LB	64	67	59	34	64	52	66	62	1	71	62	44	1	32
182909	1755	36	CM	64	67	71	52	60	63	66	71	1	72	68	59	1	29
182923	980	167	CM	64	64	72	58	63	60	61	67	0	67	60	58	3	63
183066	1958	18	CB	64	67	59	31	49	52	64	70	0	68	58	42	1	35
183118	111766	198	CB	64	64	49	31	47	30	65	72	1	84	40	42	1	29
183142	1932	133	CM	64	69	81	53	64	58	65	58	1	82	59	59	2	31
183235	159	21	CB	64	65	58	43	55	45	67	63	1	81	53	64	1	51
183272	111397	54	CAM	64	66	64	55	64	63	34	46	0	55	65	62	2	64
183393	212	18	ST	64	69	60	61	48	61	42	62	0	70	64	65	2	36
183457	111678	83	ST	64	64	68	59	50	63	49	74	1	74	65	65	1	35
183513	10029	21	GK	64	72	69	62	58	66	41	57	1	74	25	25	0	25
183645	256	4	CB	64	68	53	35	27	39	66	70	1	85	48	45	1	28
183741	111393	195	LB	64	68	82	50	63	70	59	52	1	56	69	40	2	45
183768	1755	36	CM	64	66	69	42	65	62	63	59	1	72	66	64	1	32
183905	58	18	CAM	64	69	77	61	54	62	42	58	0	49	58	66	2	53
183918	1715	51	CM	64	64	63	51	59	65	37	51	0	51	65	51	3	59
183925	1823	108	CM	64	69	87	66	72	67	46	58	1	65	69	73	1	64
184027	1910	34	CB	64	64	66	46	63	55	62	74	1	74	55	46	2	63
184084	294	18	GK	64	64	65	71	58	69	49	57	1	57	69	71	3	58
184283	110329	21	CDM	64	66	70	43	56	54	63	65	0	62	62	60	1	30
184341	200	27	ST	64	73	62	62	48	58	47	76	1	84	64	69	2	42
184469	1943	25	CM	64	72	72	57	64	66	55	52	0	64	67	65	2	69
184475	112512	18	CDM	64	70	49	45	61	63	64	70	1	93	67	73	1	41
184557	1887	107	LM	64	70	83	60	56	66	41	63	1	64	63	72	1	67
184614	650	34	ST	64	67	70	59	59	59	42	72	1	76	66	63	1	31
184637	100632	34	CM	64	66	65	60	63	64	62	63	0	65	65	62	1	60
184878	417	36	ST	64	68	76	60	52	65	48	64	1	67	67	72	2	39
184896	110913	7	LM	64	67	69	62	62	67	58	57	1	58	66	67	1	66
184981	209	4	CF	64	69	79	61	63	69	46	61	1	57	65	67	2	49
185181	450	45	GK	64	77	67	61	65	68	50	58	1	70	33	35	0	25
185249	1755	82	LM	64	66	85	56	58	72	54	58	1	59	67	67	2	52
185250	1820	108	ST	64	64	88	57	52	63	39	62	1	62	63	57	3	52
185422	3	36	LM	64	74	90	61	56	70	36	57	1	57	66	73	2	41
185438	111705	46	RW	64	72	87	61	55	68	35	44	1	47	67	75	2	64
186157	1935	14	CM	64	70	68	53	65	66	62	60	1	66	66	56	1	36
186272	1746	20	ST	64	74	68	59	55	61	46	70	0	76	70	70	2	50
186415	896	47	RM	64	72	80	61	58	65	50	49	0	47	68	67	1	54
186507	300	36	CM	64	70	71	49	64	56	71	72	1	82	65	66	1	45
186587	15	14	CM	64	64	75	60	56	68	38	52	1	52	68	60	3	56
186602	687	95	CDM	64	60	67	60	60	65	65	66	0	72	64	68	1	53
186710	698	95	CB	64	61	45	36	48	44	68	72	1	72	49	46	1	52
187176	110765	167	CB	64	64	60	48	44	58	63	70	0	74	58	60	1	37
187245	110765	167	CB	64	64	62	25	42	47	65	78	1	85	46	24	1	38
187289	1882	83	ST	64	70	44	60	59	67	43	61	0	82	63	68	1	40
187361	1843	51	CB	64	77	66	30	57	51	66	69	1	80	58	28	1	22
187514	647	34	CB	64	66	70	50	60	63	64	64	0	70	59	68	1	62
187524	112218	40	RM	64	68	79	51	66	57	61	54	1	47	70	46	1	65
187663	112579	56	CAM	64	64	66	68	63	65	60	62	1	77	66	69	2	57
187773	111239	21	RM	64	64	73	57	63	67	36	49	0	33	65	57	2	62
187891	110745	55	CB	64	64	71	47	68	62	59	67	1	67	62	47	3	68
187899	710	46	ST	64	65	80	60	59	65	47	62	0	57	66	60	2	44
188025	112124	27	CM	64	64	70	58	63	59	63	76	1	91	66	73	1	52
188063	111086	37	CAM	64	67	74	56	67	70	51	60	1	58	68	68	1	58
188185	1914	34	LM	64	67	84	54	60	69	42	43	1	56	66	59	2	45
188200	1804	14	CB	64	65	62	30	35	38	66	71	1	74	56	42	1	38
188261	112022	4	LM	64	68	72	54	63	65	37	56	0	53	62	56	1	57
188272	110456	54	GK	64	64	68	62	73	65	44	62	1	63	22	39	0	25
188285	112225	43	GK	64	64	63	60	50	70	28	66	1	56	20	38	0	25
188386	226	18	ST	64	70	68	58	55	60	46	63	0	65	61	60	1	44
188405	506	8	CAM	64	64	72	65	57	69	40	53	1	70	67	70	2	70
188572	100879	26	LM	64	75	82	55	51	82	38	42	1	43	79	49	2	50
188727	224	18	CB	64	70	50	24	45	36	68	58	1	79	53	24	1	35
188793	260	45	CB	64	64	84	39	56	61	60	63	1	63	61	39	3	56
188856	209	4	LB	64	69	80	51	61	65	63	48	1	45	61	58	2	57
188924	111092	37	RB	64	67	80	44	49	59	63	57	0	61	62	45	1	47
189121	1867	45	LM	64	66	80	57	57	71	36	55	1	51	65	53	3	62
189218	77	42	CDM	64	76	72	55	67	67	61	63	1	65	67	65	2	52
189221	1891	38	RB	64	70	73	61	63	69	61	68	1	69	69	69	2	61
189328	1903	46	CB	64	66	61	35	43	34	66	68	1	83	43	56	1	26
189342	1744	27	GK	64	72	65	60	59	67	43	65	0	60	25	38	0	25
189346	110747	21	RM	64	67	82	62	65	62	42	60	1	59	64	64	1	63
189386	110326	18	RM	64	68	81	61	63	66	38	51	1	41	65	69	2	68
189504	1598	54	CB	64	64	81	53	51	70	61	56	1	56	70	53	3	51
189619	1920	14	CM	64	73	73	42	64	66	65	47	0	66	65	49	1	54
189686	1943	25	LM	64	61	82	54	61	65	38	56	1	48	55	61	2	32
189792	1945	14	LM	64	70	77	63	57	66	41	66	1	60	58	63	2	52
189811	15048	14	CAM	64	74	66	59	66	64	52	64	1	72	67	75	2	41
189842	1939	14	CM	64	74	68	48	62	65	61	62	1	63	67	54	1	43
189858	463	45	CM	64	71	60	54	71	66	52	60	1	57	73	64	2	58
189958	110704	45	CM	64	72	62	60	71	62	51	60	1	56	63	60	1	69
189993	1795	14	CM	64	68	71	54	69	65	59	61	1	77	68	57	1	39
190014	1815	18	LM	64	73	84	51	54	69	42	57	1	68	62	65	2	70
190196	1738	136	CB	64	74	63	30	50	42	67	65	1	78	58	43	1	41
190421	15021	45	CB	64	69	55	25	55	49	65	65	0	72	51	28	1	35
190446	1926	14	ST	64	71	75	61	48	66	37	60	0	58	62	71	2	50
190499	111974	145	LW	64	75	79	59	60	66	44	53	0	35	71	70	2	68
190543	1797	14	ST	64	63	69	60	49	58	40	63	0	61	57	65	2	47
190545	100634	21	LB	64	67	66	36	64	61	65	65	0	72	64	54	1	35
190558	696	95	CB	64	70	86	37	36	47	64	74	1	76	51	57	1	46
190565	691	95	RB	64	68	81	50	54	62	65	65	1	70	56	55	1	52
190592	111822	4	CB	64	67	55	26	52	38	65	72	1	76	43	29	1	25
190602	112487	27	CB	64	72	55	37	41	40	66	69	1	72	52	55	1	38
190683	1934	14	CAM	64	71	69	64	66	66	45	53	1	57	64	64	2	63
190987	15029	52	LM	64	72	71	60	56	66	49	58	1	83	55	67	2	60
191126	1802	14	ST	64	63	69	60	36	58	39	68	0	61	54	67	1	42
191237	15021	45	CDM	64	68	68	33	54	44	67	56	1	69	51	51	1	52
191255	605	183	RB	64	67	75	44	65	57	64	56	1	70	60	60	1	25
191260	605	183	LB	64	65	65	36	53	60	63	74	1	77	64	50	1	22
191490	112390	183	LM	64	64	77	57	57	66	52	66	1	77	68	70	2	42
191669	1477	167	CDM	64	63	74	61	66	63	61	61	1	71	62	65	2	72
191843	111674	183	CDM	64	65	75	42	51	56	69	68	1	75	49	62	1	36
191847	111674	183	LB	64	65	78	55	71	70	60	56	1	56	67	70	1	50
191909	982	167	ST	64	69	72	60	51	60	45	72	1	73	59	68	2	44
191927	112115	54	CM	64	64	73	60	66	66	40	65	1	65	66	60	3	66
192242	614	18	RM	64	72	58	41	60	57	64	62	0	73	71	70	2	61
192251	1800	25	CM	64	71	68	58	67	67	55	52	1	50	66	59	2	35
192276	110233	6	LB	64	65	65	50	63	56	65	72	1	76	60	45	1	68
192319	1935	14	LB	64	72	68	40	60	40	65	61	0	63	63	57	1	62
192365	110734	7	LW	64	70	75	58	57	69	38	50	1	46	68	64	2	56
192447	175	21	ST	64	69	58	60	50	58	44	66	1	78	62	72	1	33
192560	1832	21	CDM	64	75	73	51	61	67	63	64	0	76	67	62	2	40
192597	58	18	CB	64	64	50	38	52	45	65	68	1	68	45	38	2	52
192728	111239	21	ST	64	66	71	60	51	62	40	63	0	61	62	67	1	46
192751	100766	20	CB	64	73	68	38	50	50	67	62	1	89	60	43	1	61
193028	1801	14	ST	64	63	73	60	50	64	46	67	0	73	62	67	2	48
193102	159	21	LM	64	67	86	58	57	66	45	66	1	58	61	62	1	65
193157	100632	34	CB	64	68	50	47	56	47	65	62	1	76	55	74	1	75
193205	1938	25	RM	64	68	83	53	60	66	36	50	1	61	63	56	3	56
193252	254	4	LB	64	69	78	45	61	62	63	60	1	62	62	47	1	37
193557	94	14	ST	64	69	80	62	42	63	41	64	1	79	63	71	2	50
193621	112020	44	RW	64	67	73	56	59	65	40	53	0	60	61	55	2	53
193678	111046	54	CM	64	64	73	41	61	63	67	55	1	55	63	41	3	61
193697	111083	8	CDM	64	67	69	45	62	61	64	55	0	72	61	65	1	40
193706	269	13	CB	64	69	70	38	49	50	64	72	1	90	50	68	1	20
193728	100804	42	LM	64	74	81	50	62	67	58	67	1	65	69	65	2	69
193772	112409	23	GK	64	75	64	60	50	66	64	68	1	65	20	35	0	25
193878	100087	148	RM	64	68	78	50	62	64	55	63	0	61	58	59	1	46
193880	1913	19	ST	64	69	70	61	48	63	45	64	0	72	66	67	1	36
193889	1809	18	GK	64	67	66	65	64	65	38	66	1	72	30	22	0	25
193909	100879	45	CB	64	67	59	53	68	58	58	62	1	66	65	45	2	56
193910	1925	14	CM	64	73	65	54	64	65	47	46	0	57	69	66	1	66
193932	111651	68	CM	64	64	82	56	60	65	48	37	1	37	65	56	3	60
193975	111993	27	CB	64	70	44	34	39	37	68	68	1	86	48	54	1	29
194018	81	25	ST	64	72	72	64	34	56	43	72	1	74	58	63	1	60
194032	1873	37	CB	64	64	44	44	52	51	65	67	1	82	51	49	1	51
194033	696	80	CM	64	64	78	50	62	72	51	46	1	46	72	50	3	62
194146	1796	25	CB	64	71	62	32	36	48	65	71	0	81	50	55	1	31
194199	68	18	ST	64	69	73	59	50	72	43	60	1	66	68	65	2	41
194325	110930	140	CB	64	68	64	30	35	38	66	68	1	78	45	50	1	29
194367	100879	8	LM	64	74	78	59	54	69	39	54	1	57	65	59	1	44
194879	477	45	ST	64	70	61	60	43	62	42	62	0	71	65	65	2	46
194915	100765	40	CAM	64	72	70	58	63	68	49	66	1	75	69	62	1	47
194924	1855	45	CDM	64	68	67	50	59	54	63	58	1	69	55	68	1	55
194996	242	45	ST	64	77	67	57	40	66	40	70	0	74	70	60	1	45
194999	77	42	LM	64	71	91	47	60	66	53	53	1	55	64	68	2	73
195012	100879	45	RM	64	72	73	56	54	71	42	60	1	70	72	64	2	58
196830	674	147	ST	64	64	74	59	61	63	42	72	1	72	63	59	3	61
197031	22	21	ST	64	77	76	57	50	60	40	69	0	68	64	71	2	30
197480	1819	18	ST	64	77	68	62	47	64	42	70	1	78	65	71	2	62
197716	696	95	RM	64	68	81	64	48	65	46	66	1	67	66	72	2	57
197818	111144	95	CM	64	64	69	60	58	66	60	64	0	64	66	60	3	58
197819	695	95	RB	64	67	76	49	53	58	66	65	1	70	59	51	1	48
197831	100634	195	LB	64	70	74	48	62	62	64	62	0	64	60	50	1	39
197928	1795	14	GK	64	78	65	63	62	69	54	62	0	69	23	29	0	25
198007	689	95	LM	64	66	68	61	65	66	62	66	1	70	67	69	2	54
198011	4	14	ST	64	70	60	60	42	63	43	73	1	84	68	71	1	28
198027	111651	133	ST	64	68	72	62	35	60	44	70	1	91	57	83	2	46
198063	479	45	ST	64	71	76	61	47	56	44	64	1	74	60	76	2	54
198080	192	117	RM	64	74	81	60	60	69	39	54	1	55	73	69	2	43
198195	169	10	ST	64	72	69	61	55	67	41	65	1	81	70	67	1	43
198223	570	27	CAM	64	71	73	57	63	65	56	63	0	63	74	64	2	58
198256	1914	34	RB	64	65	81	54	59	65	61	60	1	63	62	63	1	38
198266	1750	133	RW	64	67	68	57	46	62	44	74	1	85	64	74	1	21
198330	111395	195	RW	64	70	75	57	65	64	62	63	1	70	65	67	1	31
198363	22	21	GK	64	68	65	61	62	68	44	64	1	72	21	21	0	25
198479	1439	17	CB	64	69	48	29	43	41	67	68	1	87	48	43	1	29
198810	1801	195	CB	64	74	70	35	46	43	64	75	1	72	51	45	1	26
198934	111292	54	ST	64	64	75	61	50	66	40	66	0	66	66	61	3	50
199057	100764	40	LB	64	75	71	47	62	61	63	58	0	58	64	50	1	45
199118	110724	46	ST	64	65	74	60	47	59	39	57	0	72	62	62	1	43
199172	647	34	GK	64	67	66	64	67	66	30	61	0	54	29	49	0	25
199193	101112	81	CB	64	70	62	51	61	62	63	66	0	66	66	63	1	53
199384	256	4	RB	64	67	85	50	60	68	61	50	1	56	64	63	2	29
199467	2007	7	LM	64	70	74	63	57	69	45	45	1	37	64	70	2	67
199560	1530	18	RB	64	64	52	40	60	46	70	73	1	80	51	66	1	38
199658	1794	7	CM	64	70	71	65	65	68	55	56	1	64	72	71	2	65
199740	1893	38	LW	64	70	78	56	62	66	52	43	1	33	63	56	2	69
199745	1516	13	CB	64	72	58	30	45	38	65	70	0	78	43	39	1	27
199825	110734	27	ST	64	64	71	61	59	74	40	48	1	48	74	61	3	59
199895	110770	47	CB	64	75	47	46	60	55	65	70	1	91	60	62	1	49
199964	101103	56	ST	64	68	82	64	52	57	46	68	1	72	58	79	1	75
199977	472	45	CM	64	66	53	49	63	59	60	61	1	69	71	53	1	49
200259	254	4	RB	64	73	78	43	59	67	63	68	1	70	65	65	1	36
